experience_level,job_title,salary_in_usd,company_location,company_size
MI,Data Engineer,70000,US,M
SE,Data Scientist,150800,US,M
SE,Data Scientist,100600,US,M
SE,Data Architect,276000,US,M
SE,Data Architect,174000,US,M
MI,Data Scientist,120000,US,M
MI,Data Scientist,94400,US,M
MI,Data Scientist,160000,US,M
MI,Data Scientist,136000,US,M
MI,Data Scientist,215000,US,M
MI,Data Scientist,152000,US,M
SE,Data Analyst,140000,US,M
SE,Data Analyst,110000,US,M
SE,Business Intelligence Engineer,185000,US,L
SE,Business Intelligence Engineer,79600,US,L
EX,Data Engineer,212500,US,M
EX,Data Engineer,163500,US,M
SE,Research Engineer,237650,US,M
SE,Research Engineer,172700,US,M
EN,Research Engineer,257400,US,M
EN,Research Engineer,193500,US,M
SE,Machine Learning Scientist,140000,US,M
SE,Machine Learning Scientist,90000,US,M
SE,Research Engineer,333500,US,M
SE,Research Engineer,180000,US,M
SE,Data Scientist,170800,US,M
SE,Data Scientist,92300,US,M
SE,Data Analyst,200200,US,M
SE,Data Analyst,111200,US,M
MI,Research Scientist,195200,US,L
MI,Research Scientist,100400,US,L
SE,Data Analyst,153900,US,M
SE,Data Analyst,85500,US,M
SE,Data Scientist,220000,US,M
SE,Data Scientist,137500,US,M
MI,Data Scientist,179000,US,M
MI,Data Scientist,112000,US,M
EN,Research Engineer,172800,US,M
EN,Research Engineer,144000,US,M
SE,Data Architect,363000,US,M
SE,Data Architect,139800,US,M
SE,Data Scientist,248600,US,M
SE,Data Scientist,149200,US,M
SE,Business Intelligence,175000,US,M
SE,Business Intelligence,150000,US,M
SE,Data Modeler,179000,US,M
SE,Data Modeler,112000,US,M
EN,Data Analyst,87999,US,M
EN,Data Analyst,66560,US,M
MI,Robotics Engineer,90000,US,M
MI,Robotics Engineer,70000,US,M
SE,Robotics Engineer,165000,US,M
SE,Robotics Engineer,150000,US,M
SE,Data Engineer,179000,US,M
SE,Data Engineer,112000,US,M
SE,Data Scientist,248600,US,M
SE,Data Scientist,149200,US,M
SE,Data Manager,219600,US,M
SE,Data Manager,125500,US,M
SE,Data Engineer,258500,US,M
SE,Data Engineer,191857,US,M
MI,Data Engineer,51381,US,M
MI,Data Engineer,43675,US,M
SE,AI Engineer,212000,US,M
SE,AI Engineer,93300,US,M
MI,Data Engineer,194000,US,M
MI,Data Engineer,96000,US,M
EN,Data Scientist,175100,US,M
EN,Data Scientist,82915,US,M
EN,Data Scientist,162240,US,M
EN,Data Scientist,47840,US,M
SE,Machine Learning Engineer,229369,US,M
SE,Machine Learning Engineer,146900,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,152000,US,M
SE,Applied Scientist,260000,US,L
SE,Applied Scientist,136000,US,L
EX,Data Scientist,180000,US,M
EX,Data Scientist,125000,US,M
MI,Data Analyst,147000,US,M
MI,Data Analyst,118000,US,M
EN,Data Analyst,101000,US,M
EN,Data Analyst,85000,US,M
MI,Data Analyst,154000,US,M
MI,Data Analyst,105000,US,M
SE,Data Operations Specialist,206500,US,M
SE,Data Operations Specialist,121500,US,M
MI,Data Analyst,72500,US,M
MI,Data Analyst,61000,US,M
SE,Data Science,288400,US,M
SE,Data Science,144200,US,M
MI,ML Engineer,530000,US,M
MI,ML Engineer,440000,US,M
EN,Machine Learning Engineer,171600,US,M
EN,Machine Learning Engineer,99500,US,M
SE,Data Engineer,199700,US,M
SE,Data Engineer,165100,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
SE,Analytics Engineer,153018,US,M
SE,Analytics Engineer,135000,US,M
MI,Analytics Engineer,720000,US,M
MI,Analytics Engineer,170000,US,M
EN,Data Analyst,83300,US,M
EN,Data Analyst,47500,US,M
EN,Data Analyst,154818,US,M
EN,Data Analyst,96761,US,M
SE,Machine Learning Engineer,345400,US,M
SE,Machine Learning Engineer,223700,US,M
SE,Data Manager,96600,US,M
SE,Data Manager,55200,US,M
SE,Data Engineer,128000,US,M
SE,Data Engineer,81500,US,M
SE,Data Analyst,135000,US,M
SE,Data Analyst,100000,US,M
MI,Business Intelligence Engineer,185000,US,L
MI,Business Intelligence Engineer,79600,US,L
SE,Data Scientist,235700,US,M
SE,Data Scientist,124400,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
SE,Machine Learning Engineer,225000,US,M
SE,Machine Learning Engineer,150000,US,M
MI,Data Engineer,180000,US,M
MI,Data Engineer,130000,US,M
EX,Data Science,286500,US,M
EX,Data Science,204000,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,139000,US,M
MI,Data Developer,100000,US,M
MI,Data Developer,95000,US,M
SE,AI Engineer,385000,US,M
SE,AI Engineer,310000,US,M
MI,BI Developer,168000,US,M
MI,BI Developer,158000,US,M
SE,Data Architect,165000,US,M
SE,Data Architect,123000,US,M
MI,Data Scientist,170200,US,M
MI,Data Scientist,83900,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,139000,US,M
SE,AI Engineer,210000,US,M
SE,AI Engineer,190000,US,M
SE,Data Architect,200000,US,M
SE,Data Architect,115000,US,M
SE,Machine Learning Scientist,277000,US,M
SE,Machine Learning Scientist,173000,US,M
MI,Data Engineer,179000,US,M
MI,Data Engineer,112000,US,M
SE,Data Scientist,81250,US,M
SE,Data Scientist,70000,US,M
MI,Machine Learning Engineer,240000,US,M
MI,Machine Learning Engineer,130000,US,M
SE,Machine Learning Engineer,180000,US,M
SE,Machine Learning Engineer,125000,US,M
MI,Data Scientist,165000,US,M
MI,Data Scientist,132000,US,M
SE,Robotics Software Engineer,282000,US,M
SE,Robotics Software Engineer,188000,US,M
SE,Analytics Engineer,287500,US,M
SE,Analytics Engineer,156000,US,M
MI,Data Engineer,125000,US,M
MI,Data Engineer,89000,US,M
EN,Data Science,198000,US,M
EN,Data Science,132000,US,M
MI,Data Scientist,158100,US,M
MI,Data Scientist,138500,US,M
MI,Data Scientist,220000,US,M
MI,Data Scientist,150000,US,M
MI,Machine Learning Engineer,179700,US,M
MI,Machine Learning Engineer,85700,US,M
MI,Machine Learning Engineer,220000,US,M
MI,Machine Learning Engineer,137500,US,M
EX,Business Intelligence,150000,US,M
EX,Business Intelligence,120000,US,M
MI,Machine Learning Engineer,200000,US,M
MI,Machine Learning Engineer,140000,US,M
SE,Data Manager,219600,US,M
SE,Data Manager,125500,US,M
MI,AI Product Manager,212000,US,M
MI,AI Product Manager,93300,US,M
SE,Data Scientist,193000,US,M
SE,Data Scientist,147645,US,M
MI,Data Scientist,207000,US,M
MI,Data Scientist,150000,US,M
SE,Research Scientist,180000,US,M
SE,Research Scientist,148000,US,M
MI,Data Scientist,160000,US,M
MI,Data Scientist,120000,US,M
EX,Data Engineer,204500,US,M
EX,Data Engineer,130000,US,M
MI,Robotics Software Engineer,207000,US,M
MI,Robotics Software Engineer,138000,US,M
SE,Research Scientist,278700,US,M
SE,Research Scientist,159300,US,M
SE,Machine Learning Engineer,215000,US,M
SE,Machine Learning Engineer,146900,US,M
SE,Business Intelligence,115000,US,M
SE,Business Intelligence,100000,US,M
SE,Data Analyst,106260,US,M
SE,Data Analyst,82000,US,M
SE,Data Engineer,220000,US,M
SE,Data Engineer,190000,US,M
MI,Data Analyst,92000,US,M
MI,Data Analyst,68000,US,M
MI,Data Scientist,135000,US,M
MI,Data Scientist,115000,US,M
EN,Data Scientist,154800,US,M
EN,Data Scientist,76300,US,M
MI,AI Engineer,400000,US,M
MI,AI Engineer,65000,US,M
MI,Data Engineer,150000,US,M
MI,Data Engineer,130000,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73100,US,M
EN,Research Analyst,200000,US,M
EN,Research Analyst,150000,US,M
SE,Machine Learning Engineer,220000,US,M
SE,Machine Learning Engineer,137500,US,M
SE,Data Science,170000,US,M
SE,Data Science,130000,US,M
SE,Business Intelligence Analyst,138000,US,M
SE,Business Intelligence Analyst,86000,US,M
MI,Data Product Manager,96250,US,M
MI,Data Product Manager,75000,US,M
SE,AI Architect,197500,US,M
SE,AI Architect,132500,US,M
EN,Data Science,90000,US,M
EN,Data Science,80000,US,M
MI,Research Scientist,210000,US,M
MI,Research Scientist,151800,US,M
SE,Data Science,210000,US,M
SE,Data Science,170000,US,M
SE,Data Architect,164000,US,M
SE,Data Architect,117000,US,M
SE,Data Analyst,145000,US,M
SE,Data Analyst,110000,US,M
SE,Research Engineer,125000,US,M
SE,Research Engineer,106000,US,M
SE,Data Analyst,140000,US,M
SE,Data Analyst,100000,US,M
MI,Data Analyst,80000,US,M
MI,Data Analyst,70000,US,M
EX,ML Engineer,238500,US,M
EX,ML Engineer,183400,US,M
MI,Data Scientist,105000,US,M
MI,Data Scientist,70000,US,M
SE,Research Scientist,278700,US,M
SE,Research Scientist,159300,US,M
MI,Data Engineer,180000,US,M
MI,Data Engineer,120000,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,160000,US,M
EN,Data Operations Associate,72000,US,M
EN,Data Operations Associate,51375,US,M
SE,Applied Scientist,260000,US,L
SE,Applied Scientist,136000,US,L
MI,Data Engineer,75000,US,M
MI,Data Engineer,60000,US,M
MI,Data Engineer,135000,US,M
MI,Data Engineer,113000,US,M
MI,Data Science Manager,267100,US,M
MI,Data Science Manager,188500,US,M
MI,Data Engineer,270250,US,M
MI,Data Engineer,176000,US,M
SE,Machine Learning Engineer,189000,US,M
SE,Machine Learning Engineer,145400,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,160000,US,M
SE,Business Intelligence,172800,US,M
SE,Business Intelligence,132900,US,M
MI,Research Scientist,165000,US,M
MI,Research Scientist,150000,US,M
SE,Data Engineer,188000,US,M
SE,Data Engineer,144600,US,M
EN,Data Analyst,85000,US,M
EN,Data Analyst,76500,US,M
SE,Data Analyst,134500,US,M
SE,Data Analyst,100000,US,M
MI,Business Intelligence Manager,263000,US,M
MI,Business Intelligence Manager,207000,US,M
SE,Data Engineer,149076,US,M
SE,Data Engineer,82365,US,M
SE,Analytics Engineer,200400,US,M
SE,Analytics Engineer,154100,US,M
SE,Research Engineer,310000,US,M
SE,Research Engineer,270000,US,M
MI,Data Engineer,115000,US,M
MI,Data Engineer,80000,US,M
SE,Data Engineer,144900,US,M
SE,Data Engineer,110000,US,M
EN,Research Analyst,84068,US,M
EN,Research Analyst,49452,US,M
SE,Machine Learning Engineer,188500,US,M
SE,Machine Learning Engineer,165100,US,M
MI,Data Operations Specialist,132500,US,M
MI,Data Operations Specialist,88000,US,M
MI,Data Engineer,179900,US,M
MI,Data Engineer,142002,US,M
SE,AI Engineer,287500,US,M
SE,AI Engineer,168000,US,M
SE,Data Engineer,220000,US,M
SE,Data Engineer,137500,US,M
SE,Data Analyst,96600,US,M
SE,Data Analyst,55200,US,M
SE,Data Engineer,194500,US,M
SE,Data Engineer,146266,US,M
SE,Data Engineer,194500,US,M
SE,Data Engineer,146266,US,M
MI,Data Engineer,146100,US,M
MI,Data Engineer,111800,US,M
EN,Data Operations Analyst,95000,US,M
EN,Data Operations Analyst,76000,US,M
MI,Data Engineer,97000,US,M
MI,Data Engineer,62000,US,M
SE,Data Architect,234000,US,M
SE,Data Architect,146000,US,M
MI,Machine Learning Engineer,177100,US,M
MI,Machine Learning Engineer,130900,US,M
MI,BI Developer,106050,US,M
MI,BI Developer,80420,US,M
SE,Data Engineer,277000,US,M
SE,Data Engineer,173000,US,M
MI,Data Science,220000,US,M
MI,Data Science,137500,US,M
MI,Data Engineer,133000,US,M
MI,Data Engineer,58400,US,M
MI,Analytics Engineer,80000,US,M
MI,Analytics Engineer,75000,US,M
EN,Data Analyst,65000,US,M
EN,Data Analyst,55000,US,M
MI,Data Analyst,105000,US,M
MI,Data Analyst,78000,US,M
SE,BI Developer,179000,US,M
SE,BI Developer,112000,US,M
MI,Data Engineer,166363,US,M
MI,Data Engineer,103977,US,M
MI,Data Scientist,130000,US,M
MI,Data Scientist,95000,US,M
SE,Data Engineer,214300,US,M
SE,Data Engineer,108500,US,M
SE,Applied Scientist,266482,US,M
SE,Applied Scientist,166551,US,M
MI,Business Intelligence Developer,90279,US,M
MI,Business Intelligence Developer,67060,US,M
MI,Data Scientist,212800,US,L
MI,Data Scientist,111600,US,L
SE,Machine Learning Engineer,284400,US,M
SE,Machine Learning Engineer,150700,US,M
SE,Data Engineer,234000,US,M
SE,Data Engineer,117000,US,M
MI,Data Engineer,215500,US,M
MI,Data Engineer,121800,US,M
SE,Data Engineer,295000,US,M
SE,Data Engineer,235000,US,M
MI,Business Intelligence,150000,US,M
MI,Business Intelligence,100000,US,M
EN,Data Analyst,120000,US,M
EN,Data Analyst,97500,US,M
MI,Data Engineer,205600,US,L
MI,Data Engineer,105700,US,L
SE,Data Engineer,240500,US,L
SE,Data Engineer,123700,US,L
MI,Data Manager,83300,US,M
MI,Data Manager,47500,US,M
SE,Data Manager,96600,US,M
SE,Data Manager,55200,US,M
EN,Data Science,86900,US,M
EN,Data Science,60800,US,M
SE,Machine Learning Scientist,140000,US,M
SE,Machine Learning Scientist,90000,US,M
SE,Research Engineer,234000,US,M
SE,Research Engineer,146000,US,M
SE,Business Intelligence,193000,US,M
SE,Business Intelligence,119000,US,M
SE,Data Scientist,215000,US,M
SE,Data Scientist,146900,US,M
MI,Data Engineer,140000,US,M
MI,Data Engineer,70000,US,M
MI,Data Engineer,124000,US,M
MI,Data Engineer,80000,US,M
MI,Data Scientist,133000,US,M
MI,Data Scientist,58400,US,M
SE,Machine Learning Engineer,182000,US,M
SE,Machine Learning Engineer,164000,US,M
SE,Data Analyst,140000,US,M
SE,Data Analyst,115000,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,100000,US,M
MI,Research Engineer,440000,US,M
MI,Research Engineer,295000,US,M
MI,Research Engineer,135000,US,M
MI,Research Engineer,120000,US,M
MI,Data Scientist,155000,US,M
MI,Data Scientist,139000,US,M
SE,Data Analyst,185000,US,M
SE,Data Analyst,140000,US,M
SE,Analytics Engineer,720000,US,M
SE,Analytics Engineer,170000,US,M
SE,Business Intelligence Engineer,165600,US,L
SE,Business Intelligence Engineer,65800,US,L
MI,Data Analyst,167000,US,M
MI,Data Analyst,121000,US,M
SE,AI Architect,208000,US,M
SE,AI Architect,177000,US,M
SE,Data Science,227000,US,M
SE,Data Science,116000,US,M
MI,Data Integration Engineer,130000,US,M
MI,Data Integration Engineer,110000,US,M
MI,Analytics Engineer,220000,US,M
MI,Analytics Engineer,176000,US,M
SE,Research Scientist,440000,US,M
SE,Research Scientist,360000,US,M
MI,Data Analyst,180000,US,M
MI,Data Analyst,140000,US,M
SE,Data Analytics Lead,155000,US,M
SE,Data Analytics Lead,130000,US,M
SE,Data Analytics Lead,215000,US,M
SE,Data Analytics Lead,155000,US,M
SE,Data Scientist,130000,US,M
SE,Data Scientist,120000,US,M
MI,Data Engineer,110000,US,M
MI,Data Engineer,90000,US,M
SE,Data Scientist,191027,US,M
SE,Data Scientist,99445,US,M
SE,Data Engineer,130000,US,M
SE,Data Engineer,110000,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73100,US,M
SE,Data Scientist,204200,US,M
SE,Data Scientist,122600,US,M
EN,Data Science,110400,US,M
EN,Data Science,68000,US,M
SE,Data Analyst,120000,US,M
SE,Data Analyst,100000,US,M
MI,Data Science,179000,US,M
MI,Data Science,106500,US,M
SE,Data Analytics Lead,398900,US,M
SE,Data Analytics Lead,239300,US,M
EX,Head of Machine Learning,438000,US,M
EX,Head of Machine Learning,245000,US,M
SE,Machine Learning Engineer,324000,US,M
SE,Machine Learning Engineer,159000,US,M
MI,Data Analyst,95000,US,M
MI,Data Analyst,65000,US,M
SE,Data Analyst,120000,US,M
SE,Data Analyst,110000,US,M
EN,Data Analyst,90000,US,M
EN,Data Analyst,70000,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73100,US,M
MI,Analytics Engineer,221500,US,M
MI,Analytics Engineer,153000,US,M
SE,Machine Learning Engineer,345400,US,M
SE,Machine Learning Engineer,223700,US,M
SE,Machine Learning Engineer,309000,US,M
SE,Machine Learning Engineer,142000,US,M
SE,Data Analyst,207300,US,M
SE,Data Analyst,165900,US,M
MI,Analytics Engineer,115000,US,M
MI,Analytics Engineer,100000,US,M
EX,Head of Data,263000,US,M
EX,Head of Data,236000,US,M
EN,Data Analyst,100000,US,M
EN,Data Analyst,90000,US,M
MI,Data Engineer,120000,US,M
MI,Data Engineer,84000,US,M
EN,Research Analyst,79300,US,M
EN,Research Analyst,42700,US,M
SE,Data Scientist,103500,US,M
SE,Data Scientist,72500,US,M
SE,Research Scientist,201000,US,M
SE,Research Scientist,103300,US,M
MI,Analytics Engineer,172100,US,M
MI,Analytics Engineer,97400,US,M
MI,Data Scientist,159000,US,M
MI,Data Scientist,106000,US,M
MI,Data Scientist,104922,US,M
MI,Data Scientist,72360,US,M
EN,Data Analyst,106000,US,M
EN,Data Analyst,66000,US,M
SE,Data Scientist,255000,US,M
SE,Data Scientist,199000,US,M
SE,Business Intelligence Engineer,167500,US,M
SE,Business Intelligence Engineer,106500,US,M
SE,Data Analyst,166000,US,M
SE,Data Analyst,73100,US,M
SE,AI Engineer,230000,US,M
SE,AI Engineer,150000,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,130500,US,M
SE,Data Scientist,190000,US,M
SE,Data Scientist,158500,US,M
SE,Applied Scientist,260000,US,L
SE,Applied Scientist,136000,US,L
SE,Data Engineer,230000,US,M
SE,Data Engineer,170000,US,M
MI,Data Engineer,150000,US,M
MI,Data Engineer,90800,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
SE,Data Analyst,120000,US,M
SE,Data Analyst,100000,US,M
SE,Data Architect,175000,US,M
SE,Data Architect,117000,US,M
SE,Machine Learning Engineer,215000,US,M
SE,Machine Learning Engineer,146900,US,M
SE,Machine Learning Engineer,225000,US,M
SE,Machine Learning Engineer,166000,US,M
EN,Data Scientist,104500,US,M
EN,Data Scientist,76000,US,M
MI,Data Engineer,105000,US,M
MI,Data Engineer,70000,US,M
SE,Data Scientist,220000,US,M
SE,Data Scientist,160000,US,M
MI,AI Engineer,166000,US,M
MI,AI Engineer,73100,US,M
MI,Data Scientist,144650,US,M
MI,Data Scientist,86800,US,M
SE,Data Scientist,720000,US,M
SE,Data Scientist,170000,US,M
EN,Business Intelligence,142000,US,M
EN,Business Intelligence,70000,US,M
MI,Business Intelligence,146851,US,M
MI,Business Intelligence,94000,US,M
SE,Business Intelligence,260000,US,M
SE,Business Intelligence,180000,US,M
MI,Business Intelligence,150000,US,M
MI,Business Intelligence,100000,US,M
SE,Business Intelligence,105000,US,M
SE,Business Intelligence,70000,US,M
SE,Data Analytics Lead,342400,US,M
SE,Data Analytics Lead,205400,US,M
MI,Data Science,138000,US,M
MI,Data Science,86000,US,M
SE,Data Analytics Lead,398900,US,M
SE,Data Analytics Lead,239300,US,M
SE,Data Science Consultant,112000,US,M
SE,Data Science Consultant,109000,US,M
SE,Data Scientist,250000,US,M
SE,Data Scientist,218750,US,M
MI,Data Scientist,212800,US,L
MI,Data Scientist,111600,US,L
SE,Data Scientist,247600,US,L
SE,Data Scientist,127300,US,L
MI,Data Engineer,170000,US,M
MI,Data Engineer,120000,US,M
MI,Analytics Engineer,200400,US,M
MI,Analytics Engineer,154100,US,M
MI,Data Scientist,180000,US,M
MI,Data Scientist,160000,US,M
MI,Data Analyst,325000,US,M
MI,Data Analyst,80000,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
MI,Data Engineer,210100,US,M
MI,Data Engineer,210100,US,M
SE,Applied Scientist,260000,US,L
SE,Applied Scientist,136000,US,L
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
SE,Applied Scientist,260000,US,L
SE,Applied Scientist,136000,US,L
MI,Data Engineer,171816,US,M
MI,Data Engineer,97935,US,M
SE,Data Analyst,164000,US,M
SE,Data Analyst,109000,US,M
SE,Data Scientist,143000,US,M
SE,Data Scientist,104000,US,M
SE,Machine Learning Engineer,221000,US,M
SE,Machine Learning Engineer,180000,US,M
SE,Data Scientist,310270,US,M
SE,Data Scientist,253430,US,M
SE,Data Scientist,200000,US,M
SE,Data Scientist,155000,US,M
SE,Machine Learning Engineer,258800,US,M
SE,Machine Learning Engineer,199200,US,M
SE,Data Engineer,180000,US,M
SE,Data Engineer,162000,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,130000,US,M
MI,Data Analytics Manager,145400,US,M
MI,Data Analytics Manager,88000,US,M
MI,Analytics Engineer,205500,US,M
MI,Analytics Engineer,117400,US,M
SE,Business Intelligence Analyst,148300,US,M
SE,Business Intelligence Analyst,84700,US,M
SE,Data Analyst,105000,US,M
SE,Data Analyst,85000,US,M
MI,Machine Learning Engineer,250900,US,M
MI,Machine Learning Engineer,135200,US,M
SE,Data Engineer,212000,US,M
SE,Data Engineer,93300,US,M
SE,Data Engineer,270250,US,M
SE,Data Engineer,144000,US,M
MI,Data Analyst,138000,US,M
MI,Data Analyst,86000,US,M
MI,Data Science,106000,US,M
MI,Data Science,66000,US,M
SE,Data Analyst,128800,US,M
SE,Data Analyst,88854,US,M
SE,Research Analyst,210000,US,M
SE,Research Analyst,180000,US,M
MI,Data Science,138000,US,M
MI,Data Science,86000,US,M
SE,Machine Learning Engineer,284400,US,M
SE,Machine Learning Engineer,150700,US,M
MI,Data Science,276000,US,M
MI,Data Science,176000,US,M
EN,Data Analyst,179000,US,M
EN,Data Analyst,112000,US,M
MI,Machine Learning Operations Engineer,160000,US,M
MI,Machine Learning Operations Engineer,120000,US,M
SE,Data Architect,299792,US,M
SE,Data Architect,187370,US,M
SE,Research Scientist,382320,US,M
SE,Research Scientist,302840,US,M
SE,Machine Learning Engineer,258800,US,M
SE,Machine Learning Engineer,199200,US,M
SE,Data Scientist,212000,US,M
SE,Data Scientist,93300,US,M
SE,Data Engineer,154000,US,M
SE,Data Engineer,103000,US,M
SE,Analytics Engineer,750000,US,M
SE,Analytics Engineer,150000,US,M
SE,Data Scientist,314100,US,M
SE,Data Scientist,169700,US,M
EX,Machine Learning Engineer,209700,US,M
EX,Machine Learning Engineer,161300,US,M
EN,Data Scientist,84000,US,M
EN,Data Scientist,58000,US,M
SE,Data Engineer,135000,US,M
SE,Data Engineer,115000,US,M
SE,Data Analyst,153000,US,M
SE,Data Analyst,143000,US,M
SE,Data Engineer,200000,US,M
SE,Data Engineer,160000,US,M
EN,Research Scientist,254270,US,M
EN,Research Scientist,254270,US,M
SE,Data Engineer,240000,US,M
SE,Data Engineer,187000,US,M
MI,Data Analytics Manager,165000,US,M
MI,Data Analytics Manager,108750,US,M
SE,Business Intelligence Engineer,190000,US,M
SE,Business Intelligence Engineer,130000,US,M
MI,Data Engineer,133000,US,M
MI,Data Engineer,58400,US,M
SE,Data Engineer,146000,US,M
SE,Data Engineer,78900,US,M
MI,Research Engineer,128000,US,M
MI,Research Engineer,64000,US,M
EX,Data Engineer,204500,US,M
EX,Data Engineer,130000,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,109400,US,M
SE,Data Architect,195000,US,M
SE,Data Architect,64200,US,M
SE,Data Scientist,208500,US,M
SE,Data Scientist,165000,US,M
MI,Data Analytics Manager,124230,US,M
MI,Data Analytics Manager,68637,US,M
EX,Head of Data,247000,US,M
EX,Head of Data,182000,US,M
SE,Research Scientist,278700,US,M
SE,Research Scientist,159300,US,M
SE,Data Engineer,233200,US,M
SE,Data Engineer,144200,US,M
EX,ML Engineer,238500,US,M
EX,ML Engineer,183400,US,M
SE,Research Scientist,205500,US,M
SE,Research Scientist,132500,US,M
MI,Data Analyst,134500,US,M
MI,Data Analyst,100000,US,M
SE,Research Scientist,258100,US,M
SE,Research Scientist,151900,US,M
SE,Research Scientist,323300,US,M
SE,Research Scientist,184700,US,M
SE,Data Scientist,253430,US,M
SE,Data Scientist,212780,US,M
SE,ML Engineer,300000,US,M
SE,ML Engineer,130000,US,M
SE,Research Scientist,278700,US,M
SE,Research Scientist,159300,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73100,US,M
SE,Data Analyst,96600,US,M
SE,Data Analyst,55200,US,M
MI,Data Science,132600,US,M
MI,Data Science,80845,US,M
EN,Data Scientist,144200,US,M
EN,Data Scientist,72100,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73100,US,M
EN,Data Analyst,114000,US,M
EN,Data Analyst,75000,US,M
MI,Data Engineer,220000,US,M
MI,Data Engineer,140000,US,M
MI,Data Science,287800,US,M
MI,Data Science,287800,US,M
SE,Data Engineer,166000,US,M
SE,Data Engineer,73100,US,M
SE,Data Analyst,187770,US,M
SE,Data Analyst,109500,US,M
SE,Data Science,177300,US,M
SE,Data Science,126500,US,M
MI,Data Science Practitioner,145100,US,M
MI,Data Science Practitioner,93900,US,M
SE,Data Scientist,189100,US,M
SE,Data Scientist,154360,US,M
MI,Data Engineer,159250,US,M
MI,Data Engineer,85750,US,M
SE,Data Scientist,152000,US,M
SE,Data Scientist,133200,US,M
SE,Data Scientist,225000,US,M
SE,Data Scientist,156400,US,M
SE,Data Engineer,197000,US,M
SE,Data Engineer,99000,US,M
SE,Applied Scientist,256100,US,M
SE,Applied Scientist,137900,US,M
MI,Research Scientist,212800,US,L
MI,Research Scientist,124100,US,L
SE,Data Architect,220000,US,M
SE,Data Architect,200000,US,M
SE,Data Analyst,152000,US,M
SE,Data Analyst,126667,US,M
EN,Data Analyst,115000,US,M
EN,Data Analyst,90000,US,M
MI,Machine Learning Scientist,750000,US,M
MI,Machine Learning Scientist,150000,US,M
SE,Data Engineer,247300,US,M
SE,Data Engineer,139700,US,M
MI,Research Engineer,360000,US,M
MI,Research Engineer,295000,US,M
MI,AI Engineer,200000,US,M
MI,AI Engineer,151000,US,M
SE,Data Analyst,140000,US,M
SE,Data Analyst,115000,US,M
MI,Data Analyst,105000,US,M
MI,Data Analyst,78575,US,M
SE,Data Science,276000,US,M
SE,Data Science,140000,US,M
SE,Data Analyst,173000,US,M
SE,Data Analyst,102000,US,M
MI,Data Scientist,188500,US,M
MI,Data Scientist,165100,US,M
MI,AI Engineer,166000,US,M
MI,AI Engineer,73100,US,M
SE,Machine Learning Engineer,414000,US,M
SE,Machine Learning Engineer,216000,US,M
EN,Data Analyst,118750,US,M
EN,Data Analyst,106875,US,M
MI,Data Scientist,212800,US,L
MI,Data Scientist,111600,US,L
SE,ML Engineer,212000,US,M
SE,ML Engineer,93300,US,M
EN,Machine Learning Engineer,162240,US,M
EN,Machine Learning Engineer,47840,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
SE,Data Analyst,117000,US,M
SE,Data Analyst,93000,US,M
SE,Data Engineer,130000,US,M
SE,Data Engineer,110000,US,M
SE,Machine Learning Engineer,190400,US,M
SE,Machine Learning Engineer,122900,US,M
SE,Machine Learning Engineer,221000,US,M
SE,Machine Learning Engineer,185000,US,M
SE,Data Engineer,220000,US,M
SE,Data Engineer,170000,US,M
MI,Machine Learning Engineer,210100,US,M
MI,Machine Learning Engineer,210100,US,M
SE,BI Analyst,130000,US,M
SE,BI Analyst,115000,US,M
MI,MLOps Engineer,280000,US,M
MI,MLOps Engineer,160000,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,151000,US,M
SE,Data Analyst,130000,US,M
SE,Data Analyst,100000,US,M
SE,Business Intelligence Engineer,185000,US,L
SE,Business Intelligence Engineer,79600,US,L
MI,Data Analyst,95000,US,M
MI,Data Analyst,65000,US,M
SE,Data Scientist,240000,US,M
SE,Data Scientist,162000,US,M
EN,Data Science,110400,US,M
EN,Data Science,68000,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
SE,Data Scientist,160000,US,M
SE,Data Scientist,130000,US,M
SE,Data Analyst,190000,US,M
